,user_id,transaction_dt,type,segment
283,MLB10562831920,2022-02-03 15:51:57.349625407,6,1
284,MLB1965516240,2022-02-12 01:43:20.630423453,2,1
285,MLB10466978880,2022-02-02 12:51:40.315211726,1,1
286,MLB47453621570,2022-02-18 11:11:50.386347221,9,2
287,MLB4070718030,2022-01-18 13:30:08.517206840,5,1
288,MLB7255936330,2022-01-30 09:12:55.078802931,1,1
289,MLB8330756080,2022-02-09 13:30:08.517206840,2,1
290,MLB10542856680,2022-01-20 14:08:36.719201954,6,1
291,MLB410225567310,2022-01-30 18:58:13.366064980,8,2
292,MLB10309998600,2022-01-08 23:21:31.798004886,7,1
293,MLB10648848950,2022-02-14 02:21:48.832418567,1,1
294,MLB410569013910,2022-01-24 20:47:57.596586805,9,2
295,MLB42202412180,2022-02-11 20:47:57.596586805,8,2
296,MLB7882911280-1,2022-01-04 19:04:18.359600977,3,1
297,MLB10605887310,2022-01-28 17:47:21.955610749,3,1
298,MLB2935061670-1,2022-01-21 14:08:36.719201954,6,1
299,MLB10494418500,2022-01-20 20:47:38.990024430,5,1
300,MLB2411561170,2022-02-08 07:55:58.674812703,4,1
301,MLB6664723620-1,2022-01-27 00:00:00.000000000,6,1
302,MLB49124181280,2022-01-27 20:47:57.596586805,8,2
303,MLB10596502300,2022-02-03 02:21:48.832418567,4,1
304,MLB7720528580,2022-02-15 10:56:15.709226384,1,1
305,MLB10664596910-1,2022-02-24 06:00:34.068827362,6,1
306,MLB8363882730,2022-02-03 03:38:45.236408794,5,1
307,MLB10516348760,2022-01-17 17:08:53.753615635,2,1
308,MLB10651939500,2022-02-09 18:25:50.157605863,1,1
309,MLB10635680280,2022-02-07 07:55:58.674812703,5,1
310,MLB2907014500,2022-02-06 17:08:53.753615635,1,1
311,MLB10521200480,2022-01-29 04:17:13.438403908,7,1
312,MLB10541793350,2022-01-13 09:12:55.078802931,3,1
313,MLB5720286050,2022-02-06 18:25:50.157605863,3,1
314,MLB10626118480,2022-02-04 18:25:50.157605863,4,1
315,MLB1662152840,2022-01-19 19:04:18.359600977,4,1
316,MLB6383392710,2022-01-28 03:00:17.034413681,5,1
317,MLB5366135920,2022-01-23 23:21:31.798004886,6,1
318,MLB7460765780,2022-01-31 09:12:55.078802931,4,1
319,MLB2408558400,2022-01-28 11:34:43.911221498,7,1
320,MLB10570013550-1,2022-01-14 19:04:18.359600977,4,1
321,MLB410524272840,2022-02-02 18:03:21.250804067,8,2
322,MLB10495482340,2022-01-13 07:55:58.674812703,3,1
323,MLB10613133910,2022-01-23 00:00:00.000000000,4,1
324,MLB371610270,2022-02-11 20:47:38.990024430,4,1
325,MLB10607982890,2022-01-21 00:00:00.000000000,4,1
326,MLB10622208860,2022-01-25 14:08:36.719201954,6,1
327,MLB10550462220,2022-01-11 19:04:18.359600977,1,1
328,MLB10614326890,2022-02-09 06:39:02.270822476,4,1
329,MLB10570510840,2022-01-28 07:17:30.472817589,6,1
330,MLB410635055620,2022-02-24 10:44:24.328716765,8,2
331,MLB10488082590,2022-01-14 13:30:08.517206840,4,1
332,MLB8295268290,2022-01-25 14:08:36.719201954,3,1
333,MLB10584992340-1,2022-01-27 07:55:58.674812703,4,1
334,MLB5418067050,2022-01-27 07:55:58.674812703,4,1
335,MLB10522469860,2022-01-07 14:08:36.719201954,2,1
336,MLB1925270420,2022-02-01 22:04:35.394014658,1,1
337,MLB7151492240,2022-01-15 17:47:21.955610749,5,1
338,MLB10594263420,2022-02-10 13:30:08.517206840,1,1
339,MLB410515781200,2022-01-05 23:32:33.942369543,8,2
340,MLB10521674950,2022-01-06 19:04:18.359600977,5,1
341,MLB2385232970,2022-01-15 19:04:18.359600977,4,1
342,MLB3737153080,2022-01-30 16:30:25.551620521,7,1
343,MLB6484948610,2022-01-29 23:21:31.798004886,4,1
344,MLB10597401310,2022-01-19 19:04:18.359600977,7,1
345,MLB1789469200,2022-01-25 12:13:12.113216612,3,1
346,MLB10608517650,2022-01-31 07:55:58.674812703,1,1
347,MLB49130873220,2022-02-18 14:23:52.789760416,9,2
348,MLB10504436190,2022-01-28 21:26:07.192019544,3,1
349,MLB10656215420,2022-02-01 09:12:55.078802931,4,1
350,MLB6723546010,2022-02-02 04:17:13.438403908,3,1
351,MLB410572750810,2022-01-15 00:00:00.000000000,9,2
352,MLB10614823880,2022-01-22 00:00:00.000000000,2,1
353,MLB289503870,2022-01-16 07:55:58.674812703,4,1
354,MLB5742173940,2022-01-27 13:30:08.517206840,2,1
355,MLB1524022700,2022-01-30 00:00:00.000000000,7,1
356,MLB7044841500,2022-01-27 17:47:21.955610749,5,1
357,MLB1519033290,2022-02-03 14:08:36.719201954,7,1
358,MLB10573875410,2022-01-19 00:00:00.000000000,5,1
359,MLB42235065450,2022-01-28 15:18:44.905021329,9,2
360,MLB2254676780,2022-01-23 18:25:50.157605863,1,1
361,MLB46266191450,2022-02-21 17:35:55.193173610,8,2
362,MLB10554685650,,5,1
363,MLB10592033580,2022-01-21 09:12:55.078802931,6,1
364,MLB46722725610,2022-01-01 00:00:00.000000000,9,2
365,MLB8304628890,2022-02-03 17:47:21.955610749,4,1
366,MLB10611083600,2022-01-21 19:04:18.359600977,2,1
367,MLB10522111140,2022-01-15 00:00:00.000000000,2,1
368,MLB410640120820,2022-02-02 21:42:49.711847718,9,2
369,MLB2202479180,2022-02-10 13:30:08.517206840,3,1
370,MLB48261261920,2022-01-18 23:05:07.884739087,9,2
371,MLB6664723620-1,2022-01-27 00:00:00.000000000,4,1
372,MLB10657067200,2022-02-09 07:55:58.674812703,1,1
373,MLB8342748640,2022-01-22 19:04:18.359600977,4,1
374,MLB3893250330,2022-01-16 04:17:13.438403908,6,1
375,MLB2642162970,2022-01-29 00:00:00.000000000,6,1
376,MLB10527263730,2022-01-29 23:21:31.798004886,7,1
377,MLB2472393900,2022-02-05 06:39:02.270822476,3,1
378,MLB10508260410,2022-01-23 04:17:13.438403908,3,1
379,MLB10655863380,2022-02-03 09:12:55.078802931,1,1
380,MLB10535825280,2022-02-09 04:17:13.438403908,5,1
381,MLB410509231250,2022-01-19 00:00:00.000000000,9,2
382,MLB410541777630,2022-02-04 17:08:29.135543154,9,2
383,MLB10502919710,2022-01-17 04:17:13.438403908,5,1
384,MLB10598860270,2022-01-21 19:04:18.359600977,6,1
385,MLB10596363640,2022-01-21 09:12:55.078802931,4,1
386,MLB6784784420,2022-01-29 10:17:47.507231271,4,1
387,MLB7170434220,2022-01-22 19:04:18.359600977,1,1
388,MLB2944987270,2022-01-13 13:30:08.517206840,1,1
389,MLB5705854220,2022-01-28 04:17:13.438403908,4,1
390,MLB10570013550-1,2022-01-14 19:04:18.359600977,3,1
391,MLB10562323840-1,2022-02-01 20:47:38.990024430,3,1
392,MLB1494630360,2022-02-11 01:43:20.630423453,2,1
393,MLB1100088870,2022-01-24 01:43:20.630423453,6,1
394,MLB10532888240,2022-01-17 18:25:50.157605863,5,1
395,MLB10332122770,2022-01-30 07:55:58.674812703,1,1
396,MLB10614296680,2022-01-25 23:21:31.798004886,4,1
397,MLB8295268290,2022-01-25 14:08:36.719201954,4,1
398,MLB6760728810,2022-01-01 00:00:00.000000000,7,1
399,MLB10497347320-1,2022-01-02 00:00:00.000000000,6,1
400,MLB410520782780,2022-02-03 10:44:24.328716765,9,2
401,MLB8404322380,2022-02-09 11:34:43.911221498,4,1
402,MLB10596885060,2022-02-07 20:47:38.990024430,6,1
403,MLB410534027820,2022-01-12 00:00:00.000000000,9,2
404,MLB10641624590,2022-01-27 19:04:18.359600977,4,1
405,MLB10597669130-1,2022-01-26 13:30:08.517206840,2,1
406,MLB1489334730,2022-01-31 13:30:08.517206840,5,1
407,MLB537349290,2022-01-16 08:34:26.876807817,5,1
408,MLB2773888680,2022-01-25 00:00:00.000000000,4,1
409,MLB10600039960,2022-01-27 03:38:45.236408794,2,1
410,MLB410645693220,2022-01-31 22:37:41.827108630,9,2
411,MLB45366135920,2022-01-24 21:42:49.711847718,8,2
412,MLB10584230210,2022-02-08 15:51:57.349625407,7,1
413,MLB10655935530,2022-02-15 07:55:58.674812703,4,1
414,MLB48035171870,2022-02-06 16:13:37.020282241,8,2
415,MLB10513469680,2022-01-19 12:51:40.315211726,6,1
416,MLB10039103830,2022-01-23 00:00:00.000000000,2,1
417,MLB604591980,2022-02-06 22:04:35.394014658,5,1
418,MLB410527263730,2022-01-30 21:42:49.711847718,8,2
419,MLB10641889030,2022-01-28 00:00:00.000000000,7,1
420,MLB4767890190,2022-01-21 22:10:15.769478174,9,2
421,MLB10610948120,2022-02-03 17:08:53.753615635,5,1
422,MLB47192557620,2022-02-01 14:51:18.847390872,8,2
423,MLB10637686740,2022-02-03 08:34:26.876807817,4,1
424,MLB7057089320,2022-02-11 04:17:13.438403908,7,1
425,MLB10542603750,2022-01-21 14:08:36.719201954,4,1
426,MLB2978543290,2022-02-02 00:00:00.000000000,2,1
427,MLB10498545520,2022-01-13 22:43:03.596009772,2,1
428,MLB10563962280,2022-02-04 18:25:50.157605863,7,1
429,MLB4828629020,2022-02-17 06:00:34.068827362,5,1
430,MLB4837748260,2022-01-25 22:43:03.596009772,5,1
431,MLB10545707360,2022-01-16 13:30:08.517206840,6,1
432,MLB3088032520-1,2022-01-31 11:34:43.911221498,5,1
433,MLB3758704900,2022-01-21 19:04:18.359600977,3,1
434,MLB10648893600-1,2022-01-31 09:12:55.078802931,4,1
435,MLB10609779950,2022-01-24 04:17:13.438403908,7,1
436,MLB2829289380,2022-01-10 09:12:55.078802931,2,1
437,MLB10636892520,2022-02-05 22:43:03.596009772,2,1
438,MLB10548843880,2022-01-27 16:30:25.551620521,2,1
439,MLB10187020580,2022-02-13 22:04:35.394014658,4,1
440,MLB10636177190,2022-01-30 18:25:50.157605863,4,1
441,MLB10564649840,2022-01-24 22:04:35.394014658,2,1
442,MLB10555887870,2022-01-12 00:00:00.000000000,4,1
443,MLB10611123330,2022-02-02 03:38:45.236408794,1,1
444,MLB3115376560,2022-01-09 00:00:00.000000000,2,1
445,MLB10352333000,2022-02-01 03:00:17.034413681,4,1
446,MLB10617853180,2022-02-02 22:43:03.596009772,7,1
447,MLB5133106490,2022-01-12 04:17:13.438403908,7,1
448,MLB2944987270,2022-01-13 13:30:08.517206840,1,1
449,MLB10573868850,2022-01-18 09:12:55.078802931,2,1
